timestamp,latitude,longitude,speed,rel_north,rel_east,rel_down,heading
2025-03-03 03:03:51,37.68804,-97.33983219999999,0.063,0.0,0.0,0.0,0.0
2025-03-03 03:03:53,37.688041,-97.33983169999999,0.073,0.0,0.0,0.0,0.0
2025-03-03 03:03:56,37.688040799999996,-97.33983219999999,0.068,0.0,0.0,0.0,0.0
2025-03-03 03:03:58,37.6880405,-97.3398326,0.096,0.0,0.0,0.0,0.0
2025-03-03 03:04:00,37.688040699999995,-97.3398319,0.063,0.0,0.0,0.0,0.0
2025-03-03 03:04:02,37.6880403,-97.3398323,0.051,0.0,0.0,0.0,0.0
2025-03-03 03:04:03,37.6880397,-97.3398328,0.027,0.0,0.0,0.0,0.0
2025-03-03 03:04:05,37.688038999999996,-97.339833,0.024,0.0,0.0,0.0,0.0
2025-03-03 03:04:07,37.6880387,-97.3398328,0.059,0.0,0.0,0.0,0.0
2025-03-03 03:04:10,37.688038399999996,-97.3398327,0.021,0.0,0.0,0.0,0.0
