timestamp,latitude,longitude,speed,rel_north,rel_east,rel_down,heading
2025-03-03 02:49:51,37.6880508,-97.33981519999999,0.045,0.0,0.0,0.0,0.0
2025-03-03 02:49:53,37.6880508,-97.3398137,0.037,0.0,0.0,0.0,0.0
2025-03-03 02:49:56,37.6880508,-97.33981279999999,0.036,0.0,0.0,0.0,0.0
2025-03-03 02:49:58,37.6880516,-97.33981279999999,0.04,0.0,0.0,0.0,0.0
2025-03-03 02:50:00,37.688051699999995,-97.3398146,0.016,0.0,0.0,0.0,0.0
2025-03-03 02:50:01,37.688052,-97.33981469999999,0.064,0.0,0.0,0.0,0.0
2025-03-03 02:50:03,37.6880522,-97.3398149,0.048,0.0,0.0,0.0,0.0
2025-03-03 02:50:06,37.6880525,-97.3398169,0.081,0.0,0.0,0.0,0.0
2025-03-03 02:50:07,37.6880518,-97.3398184,0.017,0.0,0.0,0.0,0.0
2025-03-03 02:50:10,37.6880506,-97.3398186,0.069,0.0,0.0,0.0,0.0
2025-03-03 02:50:11,37.6880496,-97.33981879999999,0.066,0.0,0.0,0.0,0.0
2025-03-03 02:50:13,37.6880497,-97.3398186,0.014,0.0,0.0,0.0,0.0
2025-03-03 02:50:15,37.688049899999996,-97.33981779999999,0.07,0.0,0.0,0.0,0.0
