timestamp,latitude,longitude,speed,rel_north,rel_east,rel_down,heading
2025-03-08 08:29:15,37.688032899999996,-97.33980509999999,0.015,0.0,0.0,0.0,0.0
2025-03-08 08:29:17,37.6880332,-97.33980509999999,0.01,0.0,0.0,0.0,0.0
2025-03-08 08:29:19,37.6880338,-97.3398055,0.006,0.0,0.0,0.0,0.0
2025-03-08 08:29:21,37.6880344,-97.3398058,0.009,0.0,0.0,0.0,0.0
2025-03-08 08:29:23,37.6880352,-97.33980629999999,0.01,0.0,0.0,0.0,0.0
2025-03-08 08:29:25,37.6880357,-97.33980679999999,0.019,0.0,0.0,0.0,0.0
2025-03-08 08:29:27,37.6880363,-97.33980729999999,0.007,0.0,0.0,0.0,0.0
2025-03-08 08:29:29,37.688037,-97.33980799999999,0.012,0.0,0.0,0.0,0.0
2025-03-08 08:29:31,37.6880374,-97.33980849999999,0.013,0.0,0.0,0.0,0.0
2025-03-08 08:29:33,37.6880379,-97.33980919999999,0.005,0.0,0.0,0.0,0.0
2025-03-08 08:29:35,37.688038299999995,-97.3398096,0.003,0.0,0.0,0.0,0.0
2025-03-08 08:29:37,37.688038399999996,-97.3398102,0.009,0.0,0.0,0.0,0.0
2025-03-08 08:29:39,37.6880387,-97.33981059999999,0.012,0.0,0.0,0.0,0.0
2025-03-08 08:29:41,37.688038999999996,-97.33981089999999,0.014,0.0,0.0,0.0,0.0
2025-03-08 08:29:43,37.688039599999996,-97.3398114,0.017,0.0,0.0,0.0,0.0
2025-03-08 08:29:45,37.6880398,-97.33981209999999,0.013,0.0,0.0,0.0,0.0
2025-03-08 08:29:47,37.688040099999995,-97.3398126,0.005,0.0,0.0,0.0,0.0
2025-03-08 08:29:49,37.688040199999996,-97.33981279999999,0.015,0.0,0.0,0.0,0.0
2025-03-08 08:29:51,37.688040199999996,-97.3398131,0.008,0.0,0.0,0.0,0.0
2025-03-08 08:29:53,37.688040199999996,-97.33981329999999,0.011,0.0,0.0,0.0,0.0
2025-03-08 08:29:55,37.6880405,-97.3398136,0.016,0.0,0.0,0.0,0.0
