timestamp,latitude,longitude,speed,rel_north,rel_east,rel_down,heading
2025-03-03 03:10:29,37.6880674,-97.3398005,0.013,0.0,0.0,0.0,0.0
2025-03-03 03:10:31,37.6880671,-97.3398011,0.018,0.0,0.0,0.0,0.0
2025-03-03 03:10:33,37.6880666,-97.3398007,0.025,0.0,0.0,0.0,0.0
2025-03-03 03:10:35,37.688066299999996,-97.3398003,0.041,0.0,0.0,0.0,0.0
2025-03-03 03:10:36,37.6880662,-97.33979959999999,0.022,0.0,0.0,0.0,0.0
2025-03-03 03:10:38,37.6880659,-97.3397991,0.045,0.0,0.0,0.0,0.0
2025-03-03 03:10:40,37.6880659,-97.3397991,0.022,0.0,0.0,0.0,0.0
2025-03-03 03:10:42,37.688066,-97.3397995,0.017,0.0,0.0,0.0,0.0
2025-03-03 03:10:45,37.6880666,-97.3397995,0.013,0.0,0.0,0.0,0.0
2025-03-03 03:10:46,37.6880671,-97.3397995,0.034,0.0,0.0,0.0,0.0
2025-03-03 03:10:48,37.6880677,-97.3397993,0.057,0.0,0.0,0.0,0.0
2025-03-03 03:10:51,37.688068099999995,-97.3397992,0.053,0.0,0.0,0.0,0.0
2025-03-03 03:10:52,37.688069,-97.3397993,0.027,0.0,0.0,0.0,0.0
2025-03-03 03:10:54,37.6880698,-97.3397995,0.065,0.0,0.0,0.0,0.0
2025-03-03 03:10:56,37.6880708,-97.3397998,0.013,0.0,0.0,0.0,0.0
2025-03-03 03:10:58,37.6880708,-97.33979959999999,0.05,0.0,0.0,0.0,0.0
